Category,Code,Arabic,English,الأداة,الكود,الاسم التجاري,Product Name,التركيبة,Blend Composition,الوصف التسويقي للنكهة (للعميل),Marketing Description,المقاييس بالعربي,Flavor Metrics,ملاحظات التحضير,Brewing Notes,الاسم التجاري الجديد,الوصف التسويقي (يركز على الصحة والنكهة),كثافة التحميص,Roast Level,التحميص,Roast,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,ESP-20,شوكو جواتيمالا,Choco Jwatymala,100% جواتيمالا,100% Guatemala,لعشاق الشوكولاتة، إسبريسو بنكهة الكاكاو الخام وجوز البقان مع حمضية برتقال خفيفة.,"Signature cup.
Flavor profile: pecan, chocolate, cocoa; medium-full body.",كريما 3 / قوام 4 / توازن 4 / مذاق لاحق 4 / كثافة 4,Crema 3 / Body 4 / Balance 4 / Aftertaste 4 / Intensity 4,,,,,3.0,Medium,,,,,,,,
,,,,,ESP-21,بيرو بالانس,Byrw Balance,٤٥٪ بيرو + ٣٠٪ كولومبي + ٢٥٪ هندي أرابيكا,45% Peru + 30% Colombian + 25% Indian Arabica,إسبريسو متوازن وناعم، يجمع بين حلاوة التفاح والعسل مع نكهة البندق المحببة.,"Signature cup.
Flavor profile: hazelnut, honey, apple; medium-full body.",كريما 3 / قوام 4.5 / توازن 4 / مذاق لاحق 4 / كثافة 4,Crema 3 / Body 4.5 / Balance 4 / Aftertaste 4 / Intensity 4,,,,,3.0,Medium,,,,,,,,
,,,,,ESP-22,فولكانو إنتنسو,Fwlkanw إNtnsw,50% برازيلي + 50% روبوستا فيتنامي,50% Brazilian + 50% روبوستا Vietnamese,بركان من القوة، إسبريسو بنكهة الشوكولاتة الداكنة ولمسة فلفل حارة مع كريمة ثقيلة جداً.,"Signature cup.
Flavor profile: chocolate; full body.",كريما 5 / قوام 5 / توازن 3 / مذاق لاحق 4 / كثافة 5,Crema 5 / Body 5 / Balance 3 / Aftertaste 4 / Intensity 5,,,,,5.0,Dark,,,,,,,,
,,,,,ESP-23,سوبريمو كولومبيا,Swbrymw Colombia,100% كولومبي,100% Colombian,إسبريسو كولومبي كلاسيكي، يتميز بحلاوة السكر البني ونكهة التفاح وقوام ناعم ومريح.,"Comforting cup.
Flavor profile: apple; medium-full body.",كريما 3 / قوام 4 / توازن 4 / مذاق لاحق 4 / كثافة 4,Crema 3 / Body 4 / Balance 4 / Aftertaste 4 / Intensity 4,,,,,3.0,Medium,,,,,,,,
,,,,,ESP-24,شروق أوسلو,Shrwq أWslw,٤٥٪ حبشي + ٣٥٪ كيني + ٢٠٪ كوستا ريكي,45% Ethiopian + 35% Kenyan + 20% Costa Rican,شروق الشمس في فنجان، إسبريسو مشرق يجمع بين حمضية العنب الأخضر والزنجبيل وحلاوة عسل الأكاسيا.,"Signature cup.
Flavor profile: honey; medium body.",كريما 2 / قوام 3 / توازن 5 / مذاق لاحق 4 / كثافة 3.5,Crema 2 / Body 3 / Balance 5 / Aftertaste 4 / Intensity 3.5,,,,,2.0,Light-Medium,,,,,,,,
,,,,,ESP-25,دبس سومطرة,Dbs Swmtra,٧٥٪ هندي مايسور + ٢٥٪ روبوستا إندونيسي,75% Indian Mysore + 25% روبوستا Indonesian,إسبريسو آسيوي غني، يجمع بين رائحة خشب الأرز وحلاوة دبس التمر مع لمسة فانيليا ناعمة.,"Signature cup.
Flavor profile: vanilla, date; medium-full body.",كريما 4 / قوام 4.5 / توازن 5 / مذاق لاحق 4 / كثافة 4,Crema 4 / Body 4.5 / Balance 5 / Aftertaste 4 / Intensity 4,,,,,4.0,Medium-Dark,,,,,,,,
,,,,,ESP-26,بهارات سايجون,Bharat Sayjwn,60% روبوستا فيتنامي + 40% يمني خولاني,60% روبوستا Vietnamese + 40% Yemeni Khawlani,رحلة إلى سايجون، إسبريسو قوي يجمع بين حلاوة الكراميل المحروق ودفء القرفة وجوزة الطيب.,"A journey in a cup.
Flavor profile: caramel, cinnamon; full body.",كريما 5 / قوام 5 / توازن 3 / مذاق لاحق 4 / كثافة 5,Crema 5 / Body 5 / Balance 3 / Aftertaste 4 / Intensity 5,,,,,4.0,Medium-Dark,,,,,,,,
,,,,,ESP-27,أوغندا باور,أWghnda Bawr,50% روبوستا أوغندي + 50% برازيلي ريو,50% روبوستا Ugandan + 50% Brazilian ريو,قوة مطلقة، إسبريسو بنكهة الكاجو واللمسة الدخانية مع نهاية مرة قوية ومميزة.,"Bold cup.
Flavor profile: full body.",كريما 5 / قوام 5 / توازن 3 / مذاق لاحق 4 / كثافة 5,Crema 5 / Body 5 / Balance 3 / Aftertaste 4 / Intensity 5,,,,,5.0,Dark,,,,,,,,
,,,,,ESP-28,برتقال كوستا,Brtqal Kwsta,٧٠٪ كوستا ريكي + ٢٠٪ حبشي + ١٠٪ بيرو,70% Costa Rican + 20% Ethiopian + 10% Peru,إسبريسو فاكهي ومنعش، يجمع بين حمضية البرتقال والتوت الأزرق مع حلاوة قصب السكر.,"Refreshing cup.
Flavor profile: berry; medium-full body.",كريما 3 / قوام 3.5 / توازن 5 / مذاق لاحق 4 / كثافة 3,Crema 3 / Body 3.5 / Balance 5 / Aftertaste 4 / Intensity 3,,,,,2.0,Light-Medium,,,,,,,,
,,,,,ESP-29,شاي الهند,Shay Alhnd,60% هندي أرابيكا + 40% هندي مايسور,60% Indian Arabica + 40% Indian Mysore,تجربة هندية أنيقة، إسبريسو يجمع بين حلاوة الخوخ المجفف ودفء القرنفل ونكهة الشاي الأسود.,"Comforting cup.
Flavor profile: peach; medium-full body.",كريما 4 / قوام 4 / توازن 4 / مذاق لاحق 4 / كثافة 4,Crema 4 / Body 4 / Balance 4 / Aftertaste 4 / Intensity 4,,,,,3.0,Medium,,,,,,,,
,,,,,ESP-30,إكسير الشرق,إKsyr Alshrq,50% حبشي هراري + 50% يمني خولاني,50% Ethiopian Harrar + 50% Yemeni Khawlani,إكسير شرقي فاخر، إسبريسو يجمع بين دفء العنبر وحلاوة الزبيب مع رائحة الورد العطرية.,"Luxurious cup.
Flavor profile: medium-full body.",كريما 3 / قوام 4 / توازن 4 / مذاق لاحق 4 / كثافة 4,Crema 3 / Body 4 / Balance 4 / Aftertaste 4 / Intensity 4,,,,,3.0,Medium,,,,,,,,
,,,,,ESP-31,نعناع الكيوي,Nanaa Alkywy,٦٠٪ بيرو + ٤٠٪ كينيا AAA,60% Peru + 40% Kenya AAA,مزيج مبتكر ومنعش، إسبريسو يجمع بين حمضية الكيوي وحلاوة الشوكولاتة البيضاء مع لمسة نعناع باردة.,"Refreshing cup.
Flavor profile: chocolate; medium-full body.",كريما 3 / قوام 3.5 / توازن 4.5 / مذاق لاحق 4 / كثافة 3,Crema 3 / Body 3.5 / Balance 4.5 / Aftertaste 4 / Intensity 3,,,,,2.0,Light-Medium,,,,,,,,
,,,,,ESP-32,كلاسيك بلند,Classic Blnd,60% برازيلي + 40% كولومبي,60% Brazilian + 40% Colombian,المزيج الكلاسيكي المحبوب، إسبريسو يجمع بين حلاوة الكراميل والبندق مع نهاية حلوة ومريحة.,"Comforting cup.
Flavor profile: caramel, hazelnut; medium-full body.",كريما 4 / قوام 4 / توازن 4 / مذاق لاحق 4 / كثافة 4,Crema 4 / Body 4 / Balance 4 / Aftertaste 4 / Intensity 4,,,,,4.0,Medium-Dark,,,,,,,,
,,,,,ESP-33,كاكاو فلورال,Kakaw Flwral,50% جواتيمالا + 50% حبشي هراري,50% Guatemala + 50% Ethiopian Harrar,مزيج متناقض وممتع، يجمع بين مرارة الكاكاو المحببة ورائحة زهور البرتقال وحمضية الجريب فروت.,"Signature cup.
Flavor profile: cocoa, floral; medium-full body.",كريما 3 / قوام 4 / توازن 4 / مذاق لاحق 4 / كثافة 4,Crema 3 / Body 4 / Balance 4 / Aftertaste 4 / Intensity 4,,,,,3.0,Medium,,,,,,,,
,,,,,ESP-34,لاتيه آرت,Latyh آRt,70% برازيلي + 30% روبوستا هندي,70% Brazilian + 30% روبوستا Indian,الخيار الأمثل للاتيه، إسبريسو بقوام حريري يجمع بين حلاوة الكراميل المملح ونكهة الكعك اللذيذ.,"Signature cup.
Flavor profile: caramel; full body.",كريما 5 / قوام 5 / توازن 4 / مذاق لاحق 4 / كثافة 5,Crema 5 / Body 5 / Balance 4 / Aftertaste 4 / Intensity 5,,,,,3.0,Medium,,,,,,,,
,,,,,ESP-35,نيويورك دارك,Nywywrk Dark,40% كولومبي + 30% كيني + 30% روبوستا أوغندي,40% Colombian + 30% Kenyan + 30% روبوستا Ugandan,إسبريسو قوي وعصري، يجمع بين حلاوة التوت الأسود والشوكولاتة مع دفء جوزة الطيب.,"Comforting cup.
Flavor profile: chocolate, berry; medium-full body.",كريما 4 / قوام 4 / توازن 4 / مذاق لاحق 4 / كثافة 4,Crema 4 / Body 4 / Balance 4 / Aftertaste 4 / Intensity 4,,,,,4.0,Medium-Dark,,,,,,,,
,,,,,ESP-36,هيل وزعفران,Hyl Wzafran,60% يمني + 20% حبشي + 20% هندي,60% Yemeni + 20% Ethiopian + 20% Indian,تجربة عربية فاخرة، إسبريسو يجمع بين حلاوة التمر ودفء الهيل ورائحة الزعفران الفاخرة.,"Luxurious cup.
Flavor profile: saffron, cardamom, date; medium-full body.",كريما 4 / قوام 4 / توازن 4 / مذاق لاحق 4 / كثافة 4,Crema 4 / Body 4 / Balance 4 / Aftertaste 4 / Intensity 4,,,,,4.0,Medium-Dark,,,,,,,,
,,,,,ESP-37,عسل الأنديز,Asl AlأNdyz,٥٥٪ كوستا ريكي + ٤٥٪ بيرو,55% Costa Rican + 45% Peru,إسبريسو حلو ومشرق، يجمع بين حلاوة الكمثرى وعسل الأكاسيا مع حمضية الليمون المنعشة.,"Refreshing cup.
Flavor profile: honey; medium-full body.",كريما 3 / قوام 4 / توازن 4.5 / مذاق لاحق 4 / كثافة 3,Crema 3 / Body 4 / Balance 4.5 / Aftertaste 4 / Intensity 3,,,,,2.0,Light-Medium,,,,,,,,
,,,,,ESP-38,ياقوت نيروبي,Yaqwt Nyrwby,100% كينيا AAA,100% Kenya AAA,ياقوتة كينية، إسبريسو بحمضية الفواكه الحمراء اللاذعة ونكهة العنب وحمضيات لامعة.,"Signature cup.
Flavor profile: medium body.",كريما 2 / قوام 3 / توازن 5 / مذاق لاحق 4 / كثافة 3,Crema 2 / Body 3 / Balance 5 / Aftertaste 4 / Intensity 3,,,,,2.0,Light-Medium,,,,,,,,
,,,,,ESP-39,بركان الكريما,Brkan Alkryma,٨٥٪ برازيلي + ١٥٪ روبوستا فيتنامي,85% Brazilian + 15% روبوستا Vietnamese,بركان من الكريما، إسبريسو قوي جداً بنكهة الكراميل المحروق وجوز البقان مع لمسة دخانية.,"Bold cup.
Flavor profile: caramel, pecan; full body.",كريما 5 / قوام 5 / توازن 3 / مذاق لاحق 4 / كثافة 5.5,Crema 5 / Body 5 / Balance 3 / Aftertaste 4 / Intensity 5.5,,,,,4.0,Medium-Dark,,,,,,,,
,,,,,ESP-40,شاي ليمو,Shay Lymw,70% حبشي هراري + 30% حبشي لقمتي,70% Ethiopian Harrar + 30% Ethiopian لقمتي,فنجان شاي في شوت إسبريسو، يجمع بين حمضية الليمون ورائحة شاي إيرل جراي والزهور العطرية.,"Signature cup.
Flavor profile: floral; light body.",كريما 2 / قوام 2 / توازن 5 / مذاق لاحق 4 / كثافة 3,Crema 2 / Body 2 / Balance 5 / Aftertaste 4 / Intensity 3,,,,,1.0,Light,,,,,,,,
,,,,,ESP-41,توابل كيرلا,Twabl Kyrla,50% هندي مايسور + 50% روبوستا هندي,50% Indian Mysore + 50% روبوستا Indian,رحلة إلى كيرلا، إسبريسو حار ودافئ يجمع بين لمسة الفلفل الأسود والتوابل الذهبية وحلاوة التين.,"A journey in a cup.
Flavor profile: full body.",كريما 5 / قوام 5 / توازن 3 / مذاق لاحق 4 / كثافة 5,Crema 5 / Body 5 / Balance 3 / Aftertaste 4 / Intensity 5,,,,,4.0,Medium-Dark,,,,,,,,
,,,,,ESP-42,رياح الأنديز,Ryah AlأNdyz,50% كولومبي + 30% بيرو + 20% جواتيمالا,50% Colombian + 30% Peru + 20% Guatemala,إسبريسو منعش، يجمع بين حمضية التفاح الأخضر ونكهة البندق مع لمسة من عشب الليمون.,"Refreshing cup.
Flavor profile: hazelnut, apple; medium-full body.",كريما 3 / قوام 4 / توازن 4 / مذاق لاحق 4 / كثافة 4,Crema 3 / Body 4 / Balance 4 / Aftertaste 4 / Intensity 4,,,,,3.0,Medium,,,,,,,,
,,,,,ESP-43,الختم الإيطالي,Alkhtm AlإYtaly,٣٥٪ فيتنامي + ٣٠٪ برازيلي + ٣٥٪ يمني,35% Vietnamese + 30% Brazilian + 35% Yemeni,الختم الإيطالي الأصيل، إسبريسو قوي جداً يجمع بين النكهة الدخانية وحمضية توت العليق وعمق الشوكولاتة الداكنة.,"Bold cup.
Flavor profile: chocolate, berry; full body.",كريما 5 / قوام 5 / توازن 3 / مذاق لاحق 4.5 / كثافة 5.5,Crema 5 / Body 5 / Balance 3 / Aftertaste 4.5 / Intensity 5.5,,,,,5.0,Dark,,,,,,,,
,,,,,ESP-44,سفاري بلند,Sfary Blnd,50% كينيا AAA + 30% حبشي + 20% روبوستا أوغندي,50% Kenya AAA + 30% Ethiopian + 20% روبوستا Ugandan,مغامرة سفاري، إسبريسو يجمع بين حلاوة الأناناس ودفء الزنجبيل وعمق الكاكاو الخام.,"Comforting cup.
Flavor profile: cocoa, pineapple; medium-full body.",كريما 4 / قوام 4 / توازن 4 / مذاق لاحق 4 / كثافة 4,Crema 4 / Body 4 / Balance 4 / Aftertaste 4 / Intensity 4,,,,,3.0,Medium,,,,,,,,
,,,,,ESP-45,أورجانيك بيرو,أWrjanyk Byrw,80% بيرو + 20% هندي أرابيكا,80% Peru + 20% Indian Arabica,إسبريسو عضوي نقي، يجمع بين نكهة الجوز وحمضية التفاح الأخضر وحلاوة عسل الزهور.,"Signature cup.
Flavor profile: honey, apple, floral; medium-full body.",كريما 3 / قوام 4 / توازن 4 / مذاق لاحق 4 / كثافة 4,Crema 3 / Body 4 / Balance 4 / Aftertaste 4 / Intensity 4,,,,,3.0,Medium,,,,,,,,
,,,,,ESP-46,موكا عدن,Mocha Adn,50% يمني + 50% حبشي,50% Yemeni + 50% Ethiopian,رحلة إلى عدن، إسبريسو بنكهة شرقية أصيلة يجمع بين دفء العنبر وحمضية الرمان.,"A journey in a cup.
Flavor profile: medium-full body.",كريما 3 / قوام 4 / توازن 4 / مذاق لاحق 4 / كثافة 4,Crema 3 / Body 4 / Balance 4 / Aftertaste 4 / Intensity 4,,,,,4.0,Medium-Dark,,,,,,,,
,,,,,ESP-47,شوكو كرز,Choco Krz,60% جواتيمالا + 40% كينيا AAA,60% Guatemala + 40% Kenya AAA,مزيج لذيذ، إسبريسو يجمع بين عمق الكاكاو وحلاوة الكرز الأسود مع لمسة من جوز الهند.,"Signature cup.
Flavor profile: cocoa; medium-full body.",كريما 3 / قوام 4 / توازن 4 / مذاق لاحق 4 / كثافة 4,Crema 3 / Body 4 / Balance 4 / Aftertaste 4 / Intensity 4,,,,,3.0,Medium,,,,,,,,
,,,,,ESP-48,آيس بلند,آYs Blnd,40% روبوستا أوغندي + 30% برازيلي + 30% هندي,40% روبوستا Ugandan + 30% Brazilian + 30% Indian,المزيج المثالي للقهوة الباردة، إسبريسو يقطع الحليب بنكهات الفانيليا وجوز الهند والكراميل.,"Signature cup.
Flavor profile: caramel, vanilla; full body.",كريما 5 / قوام 5 / توازن 4 / مذاق لاحق 4 / كثافة 5,Crema 5 / Body 5 / Balance 4 / Aftertaste 4 / Intensity 5,,,,,4.0,Medium-Dark,,,,,,,,
,,,,,ESP-49,شاي المونسون,Shay Almwnswn,40% كولومبي + 40% كيني + 20% حبشي,40% Colombian + 40% Kenyan + 20% Ethiopian,إسبريسو رقيق كالشاي، يجمع بين حلاوة الخوخ والعسل مع نعومة الشاي الأخضر.,"Signature cup.
Flavor profile: honey, peach; medium body.",كريما 3 / قوام 3 / توازن 5 / مذاق لاحق 4 / كثافة 3,Crema 3 / Body 3 / Balance 5 / Aftertaste 4 / Intensity 3,,,,,2.0,Light-Medium,,,,,,,,
,,,,,ESP-50,الختم الذهبي,Alkhtm Alihby,30% يمني + 30% حبشي + 20% كيني + 20% روبوستا,30% Yemeni + 30% Ethiopian + 20% Kenyan + 20% روبوستا,الختم الذهبي للخبراء، مزيج معقد يجمع دفء العنبر، حلاوة الزبيب، عمق الكاكاو، ورائحة زهور البرتقال.,"Comforting cup.
Flavor profile: cocoa, floral; medium-full body.",كريما 4 / قوام 4 / توازن 4 / مذاق لاحق 4 / كثافة 4,Crema 4 / Body 4 / Balance 4 / Aftertaste 4 / Intensity 4,,,,,3.0,Medium,,,,,,,,
,,,,,TRB-001,ميدان التحرير,Mydan Althryr,٥٠٪ برازيلي • ٣٠٪ كولومبي • ١٥٪ بيرو • ٥٪ حبشي,50% Brazilian + 30% Colombian + 15% Peru + 5% Ethiopian,فنجان متوازن وحيوي، يجمع بين الكراميل والمكسرات والشوكولاتة.,"Signature cup.
Flavor profile: caramel, chocolate; bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 1.5 / نكهة 5 / رائحة 5,Foam 4 / Body 4 / Acidity 4 / Bitterness 1.5 / Flavor 5 / Aroma 5,,,,,,,-,Medium,,,,,,
,,,,,TRB-002,مصر الجديدة,Msr Aljdyda,٥٠٪ جواتيمالا • ٢٥٪ هندي • ٢٠٪ برازيلي • ٥٪ كيني,50% Guatemala + 25% Indian + 20% Brazilian + 5% Kenyan,فنجان كلاسيكي، يجمع بين شوكولاتة الحليب والبندق مع قوام كريمي ومريح.,"Comforting cup.
Flavor profile: hazelnut, chocolate; balanced acidity; full body.",رغوة 4 / قوام 5 / حمضية 3 / مرارة 3 / نكهة 4 / رائحة 4,Foam 4 / Body 5 / Acidity 3 / Bitterness 3 / Flavor 4 / Aroma 4,,,,,,,-,Medium,,,,,,
,,,,,TRB-003,المقطم,Almqtm,٤٠٪ كولومبي • ٣٥٪ بيرو • ٢٠٪ جواتيمالا • ٥٪ يمني,40% Colombian + 35% Peru + 20% Guatemala + 5% Yemeni,فنجان فاكهي، يجمع بين حلاوة التفاح الأحمر والفانيليا والتوابل الحلوة.,"Signature cup.
Flavor profile: apple, vanilla; high acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 5 / مرارة 2 / نكهة 5 / رائحة 5,Foam 4 / Body 4 / Acidity 5 / Bitterness 2 / Flavor 5 / Aroma 5,,,,,,,-,Medium,,,,,,
,,,,,TRB-004,مدينة نصر,Mdyna Nsr,٣٥٪ برازيلي • ٢٠٪ كولومبي • ٢٠٪ جواتيمالا • ١٠٪ هندي • ١٥٪ بيرو,35% Brazilian + 20% Colombian + 20% Guatemala + 10% Indian + 15% Peru,فنجان معقد، يجمع بين الشوكولاتة والتوابل مع حمضية الفاكهة المنعشة.,"Refreshing cup.
Flavor profile: chocolate; bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4.5 / مرارة 2.5 / نكهة 4 / رائحة 4,Foam 4 / Body 4 / Acidity 4.5 / Bitterness 2.5 / Flavor 4 / Aroma 4,,,,,,,-,Medium,,,,,,
,,,,,TRB-007,شبرا,Shbra,٢٥٪ برازيلي • ٣٠٪ كولومبي • ١٥٪ هندي • ٢٠٪ بيرو • ١٠٪ حبشي,25% Brazilian + 30% Colombian + 15% Indian + 20% Peru + 10% Ethiopian,فنجان شعبي وغني، يجمع بين حلاوة الكراميل والبندق والفواكه المجففة.,"Signature cup.
Flavor profile: caramel, hazelnut; bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 3 / نكهة 4 / رائحة 5,Foam 4 / Body 4 / Acidity 4 / Bitterness 3 / Flavor 4 / Aroma 5,,,,,,,-,Medium,,,,,,
,,,,,TRB-012,المعادي,Almaady,٣٠٪ حبشي • ٤٠٪ برازيلي • ١٥٪ هندي • ١٥٪ كيني,30% Ethiopian + 40% Brazilian + 15% Indian + 15% Kenyan,فنجان عطري، يجمع بين دفء الهيل ورائحة زهور البرتقال والتوابل.,"Comforting cup.
Flavor profile: cardamom, floral; bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 2 / نكهة 5 / رائحة 5,Foam 4 / Body 4 / Acidity 4 / Bitterness 2 / Flavor 5 / Aroma 5,,,,,,,-,Medium,,,,,,
